TXT_Name,age:,city:,country:,post_body:,post_id:,sex:,thread_title:,thread_topics:,user_name:,Label
185360_MS_3159_185360.txt,23, California, US, i wa a band nerd in hs. i plai the clairnet and we to charter oak,MS_3159_1090479, F, Are you a band nerd," Campus Life, General", Jennifer,0
185360_MS_3159_185360.txt,23, Waukee, US, i us to be long ago .,MS_3159_1125497, F, Are you a band nerd," Campus Life, General", Steph,0
185360_MS_3159_185360.txt,24," P'cola, FL", US, haha just think about those dai man ... i plai snare in the drumlin which wa awesom becau the drumlin and flag girli were alwai hook up after field show. univ citi high school san diego ca,MS_3159_1125693, M, Are you a band nerd," Campus Life, General", Eric,0
185360_MS_3159_185360.txt,21, PHOENIX, US, well i still go there but thunderbird high. i total plai trumpet for march and concert and bass for jazz. gonna be a drum major my junior and senior year. you just wait .,MS_3159_1130311, F, Are you a band nerd," Campus Life, General", Kittentits!,0
185360_MS_3159_185360.txt,21, Pittsburgh, US, wilmington area high school flute thi on ti am at band camp . . ... .,MS_3159_1133035, F, Are you a band nerd," Campus Life, General", Stephanie,0
185360_MS_3159_185360.txt,24, LOUISVILLE, US, ya dude nerd noth whose to sai the popular kid ar not in the band ... .i went to st. xavier high school ...all male cathol school 1600 dude for 4 year ... .that the parochi school system for you fella. i now attend the univ of louisvil and am a music major via percuss. hype that pic taken thi past summer at dci rehear with southwind ... march in the drumlin with southwind 2003 and 2004 and will be in the crossmen drumlin for the 2005 season ...come check us out at your local dci show .,MS_3159_1133652, M, Are you a band nerd," Campus Life, General", Keith,0
185360_MS_3159_185360.txt,21, EVERSON, US, total band nerd. high school drum major alto sax soprano sax tuba trumpet clarinet and fluglehorn oh yeah ...love it. go to troi state univ for colleg babi gonna try to be drum major there ...wish me luck nooksack vallei high school ...all we have is our march band,MS_3159_1134228, M, Are you a band nerd," Campus Life, General", Supports Donkeys,0
185360_MS_3159_185360.txt,26, Depew, US, i wa a nerd with my clarinet. i us to skip studi hall to go plai in the band room i had 2 instrument on for home on for school so i didnt have to carri it all over the place. also i us to get realli mad when i wa pass over for solo and thei gave them to peopl that suck .,MS_3159_1134359, F, Are you a band nerd," Campus Life, General", Missy ë¯¸ì?¨,0
185360_MS_3159_185360.txt,24, Mesa, US, i am still a band nerd. hell ye music perform major in percuss .,MS_3159_1142595, M, Are you a band nerd," Campus Life, General", Tyler,0
185360_MS_3159_185360.txt,22, somewhere, US, i did not plai an instur but i wa in the band. i wa on the color gaurd and i love everi minut of it .,MS_3159_1181757, F, Are you a band nerd," Campus Life, General", Aunt Callie To Be!,0
185360_MS_3159_185360.txt,28, Glendale Arizona and Somewhere in, US, thunderturd ha a suck ass band compar to glendal high's,MS_3159_1184555, M, Are you a band nerd," Campus Life, General", CRUZZER,0
185360_MS_3159_185360.txt,28, Glendale Arizona and Somewhere in, US, and thi on ti am at band camp . .,MS_3159_1184564, M, Are you a band nerd," Campus Life, General", CRUZZER,0
185360_MS_3159_185360.txt,27, Philadelphia, US, i wa in the high school band ... i wa so asham of that in high school but now i am proud i learn a lot about music that wai ... our jazz band kick ass too ... rock,MS_3159_1186275, M, Are you a band nerd," Campus Life, General", Adam,0
185360_MS_3159_185360.txt,26, SAN DIEGO, US, i plai flute ... march band for first 2 year of h. s. then color guard for the 3 rd 4 th year down in south texa. how dorki .,MS_3159_1194247, F, Are you a band nerd," Campus Life, General", Yvette,0
185360_MS_3159_185360.txt,25, Burleson, US, i wa a total nerd ... i went to burleson high school in texa and i plai flute. i went to a larg hs and i alwai did state solo contest. band nerd rock,MS_3159_1206086, F, Are you a band nerd," Campus Life, General", Shelley,0
185360_MS_3159_185360.txt,22, MADISON, US, i am still in high school i plai clarinet my school band is awesom we ar go to a competit dure colleg spring break at univ studio orlando madison east high band,MS_3159_1206595, M, Are you a band nerd," Campus Life, General", I'm not even supposed to be here today,0
185360_MS_3159_185360.txt,22, Cleveland, US, i onli plai in band on year ... ..doe that count i plai the bass drum and i could not stand the hinder of my creativ fun . .. .,MS_3159_1208267, M, Are you a band nerd," Campus Life, General"," $pencer ""The Black Death"" Captin",0
185360_MS_3159_185360.txt,15, sweet home, US, i resent that statement. plai in band doe not make you a nerd everyon el is just miss out on teh joi of music .,MS_3159_1209360, F, Are you a band nerd," Campus Life, General", Stephanie,0
185360_MS_3159_185360.txt,22, North Adams, US, i plai the trumpet from 5 th to 10 th grade. then i plai the tubamaphon. lol. now i am in the fitchburg state concert band,MS_3159_1270111, M, Are you a band nerd," Campus Life, General", Topher,0
185360_MS_3159_185360.txt,27," Between Jackson, MS and Southfield", US, band nerd ...no ...bandhead ...ye why degrad and insult myself by call myself a nerd especi by put that name with someth you love to do that is just besid me. ani i march in high school and in colleg. jackson state univ sonic boom,MS_3159_1274726, M, Are you a band nerd," Campus Life, General"," A. ""Critically Acclaimed "" Thompson",0
185360_MS_3159_185360.txt,23, TUCSON, US, heck ya i wa a band nerd-i mean it for real when you actual eat lunch around the band room ... i plai clarinet in concert ensembl i march tenor sax for 2 year and wa drum major senior year. plai in jazz band senior year ... and now i am do music educ at the you of a,MS_3159_1293273, F, Are you a band nerd," Campus Life, General", Mrs. Cardon,0
211855_MS_6361_211855.txt,27, Reno, US, under what condit can defen behavior be healthi when is the us of defen mechan consid unhealthi,MS_6361_1275002, F, psychology questio," Campus Life, General", ~~TRUE TO YOU~~,0
211855_MS_6361_211855.txt,23, I hate YORK, US, i totali agr with you,MS_6361_1277159, F, psychology questio," Campus Life, General", -heather-,0
211855_MS_6361_211855.txt,31, Albuquerque, US, go to class pai attent take note read studi. those will answer your question .,MS_6361_1281759, M, psychology questio," Campus Life, General", Dibbs,0
211855_MS_6361_211855.txt,108, California, US, defen behaviour i. e. defen mechan can be healthi when thei ar reactionari such as extrem duress. defen behaviour might be consid unhealthi if it is destruct to yourself and or those around you who might not be deserv of your direct behaviour. obviou an extrem exampl of when defen behaviour is bad unhealthi might be when someon kill someon as an overreact to a situat and thu mai have to suffer the consequ .,MS_6361_1285892, F, psychology questio," Campus Life, General", X86,0
211855_MS_6361_211855.txt,29, Yosemite N P, US, hmmmm ...complex question. x 86 had a good answer. it is alwai i amport to choo your cour of action. most peopl think it is ok to trash anoth person base on hurt feel. exampl kick ass now and ask question later . like as if anger wa some right of passag even if the anger is misplac. thi is childish. think of healthi defen action reaction as respect ...self respect. state the situat defend your posit ...but know when to let go,MS_6361_1286946, M, psychology questio," Campus Life, General", NeonFire,0
211855_MS_6361_211855.txt,20, LINDENHURST/copiague, US, wow pysch is a peic of cake,MS_6361_1301242, M, psychology questio," Campus Life, General", DrownedMySelfInSmokextc,0
211855_MS_6361_211855.txt,25, Gladstone, US, what psych textbook ar you us,MS_6361_1306994, F, psychology questio," Campus Life, General", Skye,0
217374_MS_6111_217374.txt,23, Tampa, ER, none allow. except fish in a bowl 10 ga .,MS_6111_1319054, M, Pets on Campu," Campus Life, General", Stonewall,0
217374_MS_6111_217374.txt,28, Santa Clara, US, same as abov fish in a bowl that is 10 gal. although i have gotten awai with have hermit crab in a 30 gal tank and we have monthli health inspect. i do not hide them and i have never been charg written up or talk to about them. i think i get awai with it becau thei ar visibl enclo and there is no water in the tank except for a water dish. plu if a stranger were to walk in and check it out thei would hide in their shell so the tank would look like someth that hou shell. i realli think that thei have not caught on to what is in the tank yet. either that or the ra doe not care .,MS_6111_1320233, F, Pets on Campu," Campus Life, General", Laura ~JJS Subscriber~,0
217374_MS_6111_217374.txt,23, Connecticut, US, just fish,MS_6111_1320959, F, Pets on Campu," Campus Life, General", Ruth,0
217374_MS_6111_217374.txt,24, Dubai, AE, fish ...mayb a scuba man with the fish,MS_6111_1321101, F, Pets on Campu," Campus Life, General", Ran,0
217374_MS_6111_217374.txt,22, HAWAII, US, technic onli fish in a 10 gallon or under tank. but you tell that to gener georg patton and gener erwin rommel - my two gerbil - and thei will maul you .,MS_6111_1321281, F, Pets on Campu," Campus Life, General", Michelle,0
217374_MS_6111_217374.txt,22, New York, US, yeah all we should have ar fish. doe not matter what size tank. howev my school ha a lot of wildlif major and you ca not tell us not to have pet. on my side of the floor alon we have 15 rat 10 male 5 femal 1 crest gecko 1 ball python 4 hermit crab 1 ferret 4 mice all femal 2 frog,MS_6111_1575257, F, Pets on Campu," Campus Life, General", Andie,0
217374_MS_6111_217374.txt,22, Massachusetts, US, i tri to bring my gecko to my room and some bitch stop me and said onli fish allow. and midget. i am at union colleg in new york .,MS_6111_1748323, M, Pets on Campu," Campus Life, General", Scott,0
217374_MS_6111_217374.txt,23, Bothell, US, we ca not have anyth although some of the fratern have random hou dog or a frat cat. my bf's fratern ha huuug fish tank in like everi singl room. my soror ha a hou cat and we ca not have anyth in our room except a lot of us have beta .,MS_6111_1749348, F, Pets on Campu," Campus Life, General", Andrea,0
217374_MS_6111_217374.txt,23, quezon city, PH, a fish and a turtl can be . ..,MS_6111_1749574, F, Pets on Campu," Campus Life, General", kitin,0
2179785_MS_10416_2179785.txt,23, wal mart, NE, anyon see the cnn hbo thing on daniel pearl yesterdai,MS_10416_19220435, M, daniel pear," News & Politics, General", stupid people annoy me,0
2179785_MS_10416_2179785.txt,23, wal mart, NE, ye,MS_10416_19220713, M, daniel pear," News & Politics, General", stupid people annoy me,0
2179785_MS_10416_2179785.txt,23, wal mart, NE, seem like thei were quit close to find hi am. . which i had no clue about. . i think thei said he wa sold for 50 000. . and the peopl that bought hi am came with steak knive and behead hi am where he wa alreadi be held thei offer hi am sedat befor thei did it and he refu ... i know the video is on ogrish. com. . not someth i am go to watch though,MS_10416_19221316, M, daniel pear," News & Politics, General", stupid people annoy me,0
2179785_MS_10416_2179785.txt,23, wal mart, NE, what ar you talk about lose your head over,MS_10416_19221999, M, daniel pear," News & Politics, General", stupid people annoy me,0
2179785_MS_10416_2179785.txt,24, Camuy, PR, i just watch that video. yuck it wa not as messi as i thought it would be but it still turn my stomach. remind me again why we take terrorist as prison instead of shoot them down like the dog thei ar,MS_10416_19222641, M, daniel pear," News & Politics, General", Nebuchanezzar,0
2179785_MS_10416_2179785.txt,23, wal mart, NE, thei behead them becau of the reaction it get. . if thei were just to shoot them in the head thei wouldnt realli be make a point. . behead have more of a shock valu. . we see peopl get shot all the ti am. . how often do we see someon be behead .,MS_10416_19225258, M, daniel pear," News & Politics, General", stupid people annoy me,0
2179785_MS_10416_2179785.txt,24, Camuy, PR, due process is for peopl. ani amal do not have due process. there ar no judg at the aspca .,MS_10416_19225374, M, daniel pear," News & Politics, General", Nebuchanezzar,0
2179785_MS_10416_2179785.txt,100, ORLANDO, US, ye .,MS_10416_19225966, F, daniel pear," News & Politics, General", Georgia,0
2179785_MS_10416_2179785.txt,100, ORLANDO, US, ye to your question .,MS_10416_19226201, F, daniel pear," News & Politics, General", Georgia,0
2179785_MS_10416_2179785.txt,100, ORLANDO, US, oh then ye to hi question .,MS_10416_19226383, F, daniel pear," News & Politics, General", Georgia,0
2179785_MS_10416_2179785.txt,26, My Heart Is In, IL, thei do it becau of shock valu mayb but i think thei mostli do it becau it the shariah law wai,MS_10416_37593094, F, daniel pear," News & Politics, General", Yael,0
2179785_MS_10416_2179785.txt,29, Fairport, US, bonu question what specif wa daniel pearl investig in pakistan and which countri did hi captor want the pentagon to sell the chenei connect lockh f-16 s to,MS_10416_37594913, M, daniel pear," News & Politics, General", Nate the Great 08,0
2179785_MS_10416_2179785.txt,29, Fairport, US, i see you have a photo of barcuh goldstein in your pictur in an album titl ' what do you think ' i think you secretli worship a mass murder racist jew and hope that your jewish friend would agr with you which thei did. mayb you can confirm thi for us now .,MS_10416_37595212, M, daniel pear," News & Politics, General", Nate the Great 08,0
2179785_MS_10416_2179785.txt,29, Fairport, US, thi is of cour direct toward superjew. anybodi who identifi that strongli with race is clearli a nutbal racist. of all thing to identifi with much less be proud of. . give me a break .,MS_10416_37595288, M, daniel pear," News & Politics, General", Nate the Great 08,0
2179785_MS_10416_2179785.txt,29, Fairport, US, can anybodi tell me why such fanat racist cross-burn lyncher equiv nutbag ar toller in the us by peopl who dare call me racist for not worship at their feet as if thei ar the children of god becau some sever thousand year old seri of book bibl publish by mortal men sai so baruch goldstein from wikipedia on februari 25 1994 that year's puri am dai goldstein enter a room in the cave of the patriarch serv as a mosqu wear hi armi uniform with the insignia of rank creat the i amag of a reserv offic on activ duti shamgar report . he then open fire kill 29 arab musli am and wound 150. mosqu guard mohammad sulei aman abu saleh said he thought that goldstein wa try to kill as mani peopl as possibl and describ how there were bodi and blood everywh. after be subdu with a fire extinguish and disarm goldstein wa beaten to death. 6 the death certif issu by the isra ministri of the interior list the cau of hi death as murder. 7 although the isra author knew via an arab sourc who wa present that morn the name of those who kill goldstein thei were never brought to trial although hi wife request that thei be charg with homicid. 8 palestinian riot i ammedi follow the shoot lead in the follow week to the death of 25 palestinian and five isra. 9 follow the massacr israel i ampo curfew on the 20 000 palestinian in the hebron market area. 10 the isra govern condemn the massacr. from superjew's photo album,MS_10416_37596437, M, daniel pear," News & Politics, General", Nate the Great 08,0
2179785_MS_10416_2179785.txt,29, Fairport, US, sinc it wa cut off ' can anybodi tell me why such fanat racist cross-burn lyncher equiv nutbag ar toller in the us by peopl who dare call me racist for not worship at their feet as if thei ar the children of god becau some sever thousand year old seri of book bibl publish by mortal men sai so ',MS_10416_37596481, M, daniel pear," News & Politics, General", Nate the Great 08,0
2179785_MS_10416_2179785.txt,19, Genocide is our Business, US, thi is even wor than palestinian essenti worship suicid bomber. although violenc against civilian is never excu at least the latter is prai someth that is a fight against an occup. israel ha had the upper-hand for decad and there will alwai be an isra state. the palestinian have no control over their own sovereignti - and certainli none over isra sovereignti. how dare anyon prai baruch goldstein an isra terrorist .,MS_10416_37603776, M, daniel pear," News & Politics, General", Luke (NLD-MN),0
2179785_MS_10416_2179785.txt,19, Genocide is our Business, US, oh plea. while most american do not want a cea to the exist of the isra state and ar ye un-educ and gener unsympathet to the palestinian cau - no on would excu thi behavior of excu make for terrorist act. no on is go to do it for bin laden and no on is go to do it for thi gui. do understand that no on is not meant to be liter ... and i could rewrit it but i am not go to .,MS_10416_37603963, M, daniel pear," News & Politics, General", Luke (NLD-MN),0
2179785_MS_10416_2179785.txt,19, Genocide is our Business, US, i will total agr with the point that certain group in america refu to call certain group of peopl nutca. some cultur liber asshol will excu anyth a musli am doe no matter how horribl it might be - while thei will us a doubl standard for christian of the same demeanor. some jew and christian will excu anyth a jew doe but if a musli am doe the same - oh my god . some arab will excu jihad while thei condemn isra jihad .,MS_10416_37604181, M, daniel pear," News & Politics, General", Luke (NLD-MN),0
2179785_MS_10416_2179785.txt,29, Fairport, US, grant when peopl see it or ar ask to defend it thei wo not advoc it. yet it get such littl media attent at least in thi countri that most american do not know what to call it. thei have never been expo to it. is it racism or is it nation some do not know and even fewer ar will to openli denounc it becau there is such a stigma about sai anyth at all unfavor about someon of jewish dissent. you have to walk on eggshel at all ti am when address anyth hebrew. foreign ar awar of such thing their media address it like our ha address unfavor arab cultur and polici for decad and openli denounc it all the ti am but when american ar expo to it onlin thei call it anti-semit .,MS_10416_37606528, M, daniel pear," News & Politics, General", Nate the Great 08,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, and how mani american ar kill by american citizen - stupid argument . .,MS_12703_19753636, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, maith an fear,MS_12703_19753948, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, of cour it doe not make it al myspac myspac right myspac myspac e . - illeg kill citizen is wrong - citizen kill citizen is wrong - citizen kill illeg is wrong - illeg kill illeg is wrong all the abov happen. so why not post figur of the 4 possibl case instead of onli the illeg kill citizen and with the number of murder in the us your myspac myspac top myspac myspac ic realli did not shock me on bit. all it will do is stir more hatr and how can a point be pointless,MS_12703_19754996, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, ah cona a ta an beirt duinn agu apolog for me poor irish . .,MS_12703_19755047, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, or you could point to the fact that if the illeg problem were be combat and the murder rate would drop. it would have to would not it i mean if we appli some basic logic the conclu would have to be if illeg ar kill citizen illeg ar kill illeg and citizen ar kill illeg then the common denomin is illeg. remov the illeg and you have done someth to i amprov the murder rate. the murder thing is on of the weaker argument regard the illeg problem. for on everi sovereign nation is entitl to determin it own entri requir and the number it allow in in ani given ti am period. the us in under no oblig to be mexico's repostiori for it surplu labor. basic econ. 101 would show that an abund of ani commod will result in the valu of that commod fall until an equilibrium is reach. wage in the us have been stagnat becau of the surplu labor. restrict the amount of labor and corpor will have to pai a wage commensur with it valu. on myspac myspac top myspac myspac of that what incent doe mexico's rule elit have to reform their economi as long thei have a safeti valv in the us,MS_12703_19755428, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, from the titl ' mexico vr iraq ' follow by the first line ' illeg mexican ar kill more than iraq ' i honestli could not be bother read anymor of it. i agr border should be guard better and not by them minut men gombeen or whatev thei call themselv . and as to non us citizen be watch a littl closer. . mayb your myspac myspac right myspac myspac g t . but then if you for whatev reason move to my countri live here for year would you not get a bit piss if you were be watch more than yer drunken neighbour while you keep well behav sure there is a valid argument there but to quot figur like that doe noth but stir troubl and - while as mitch point out is a pretti weak argument. might get those who ca not think straight shout from the roof myspac myspac top myspac myspac e s though,MS_12703_19755896, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, i am blush .,MS_12703_19755897, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, but then if you for whatev reason move to my countri live here for year would you not get a bit piss if you were be watch more than yer drunken neighbour while you keep well behav - aido - thi onli count if you ar legal though no otherwi to what would on be entitl legal resid ar entitl to privaci just like citizen .,MS_12703_19756303, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, veri true. . it wa in repli to the ' non-citizen ' and sure it is complet differ when deal with illeg citizen. . actual i wa class non-citizen as differ than illeg. . is it possibl to resid in the us without becom a citizen or in ti am ar you requir should have made meself a bit clearer all the same but then as ya can probabl tell i am fair confu over it at the minut . .,MS_12703_19756571, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, agu t br n orm freisn mar t i am ag muineadh i mbunscoli agu t mo gaeilg uadfasach. i for on would welcom ani mexican who you american want to send our wai thei ar great bloodi boxer viva mexico,MS_12703_19756819, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, yep. that what the green card is i am not sure that it actual green . it permit you to work legal and resid in the us. you can live here for year and never becom a citizen. my buddi's wife is italian and she wait for year to becom a citizen. lot of paperwork and she did not realli care all that much. you ar not requir to becom a citizen. keep the paperwork in order is your respon howev. as a resid alien you ar entitl to all of the protect and priveldg of a natur or nativ born citizen .,MS_12703_19757526, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, okili-dokili thank for clear all that up for me. . i have wonder meself whether it wa green,MS_12703_19757762, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, these thing go full circl eventu the mexican will be do that type of stuff. i mean look at new york the tradit area for us ar now peuort rican or african or arab and the irish have move to the suburb i mean a hundr year from now you will have peopl sai the same thing about the next larg scale movement of peopl and your stori remind of the stori of the boi murphi a famou polic offic in my home town niceset gui box for ireland huge man bigger fist zero cri am lol and final the best wai to s myspac myspac top myspac myspac g t mexican peopl in your countri is fair trade which help weaker economi along and will make it more attract to stai,MS_12703_19758097, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, how is ireland deal with the influx of i ammigr todai i see you have got yourself a sizabl polish popul now. ani blow-back what do you think will happen when the econ. goe south notic i said when not if. the econ. alwai goe south .,MS_12703_19758568, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, i think it go veri well mitch i mean there is alwai problem but i think the new peopl come to our countri will add to our cultur i teach a lot of non nation great kid and somedai thei will be great hurler to onli irish peopl will get that lol if i have anythin to do with it,MS_12703_19765608, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,20, Brisbane, AU, not realli. that is 2000 ish murder by peopl who should not realli be in the countri. if thei were not in the us thei would not be abl to murder ani american. pretti si ampl logic realli .,MS_12703_19765786, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Rikes,0
2223872_MS_12703_2223872.txt,24, Wales, UK, here is a link collabor the op's post no guarent on the qualiti of the sourc though as i am not too familiar with them. link,MS_12703_19766185, F, Mexico Vs Ira," News & Politics, InternationalPolitics", Lia,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, as i have said befor the movement of peopl is histori repeat itself. it happen for thousand of year there veri few place on thi earth where the languag of the place ha been the same for thousand of year. ii cant be s myspac myspac top myspac myspac g t ped realli law of averag. so sit back enjoi the tequila and do not worri to much about it becau in the end there noth you can do and it will not realli effect you in your lifeti am. howev if your go to s myspac myspac top myspac myspac g t mass movement of mexican new law and wall ar not the answer it all to do with fair trade and us i. e the first world helpin outr brother and sister in the third world to develop their countri so the need to move is eli amin. si amplist perhap but true. had condit in ireland been better sever million peopl would have never gone to america australia etc. but it wasnt and so here we ar .,MS_12703_19767354, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, funnili enough a fanou laoi hurler wa polish i cant rememb hi name but it true. within the next ten year i think you will see a lot of huler from other countri come on line. gaa do a good job in area of dublin of get these kid in. think of micheal muraheartaigh comment,MS_12703_19768053, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,27, Cork, IE, i taught in a coupl of pri amari school and see non nation kid learn irish and carri hurlei nearli brought a tear to my ey. we will have a veri colour team plai intern rule with the aussi in 15 year ti am d,MS_12703_19768387, M, Mexico Vs Ira," News & Politics, InternationalPolitics", SeÃ¡n,0
2223872_MS_12703_2223872.txt,31, Tipperary, IE, same here sean as thei sai more irish than ourselv and hopefulli thei will kick feck out of aussi. lol,MS_12703_19768734, M, Mexico Vs Ira," News & Politics, InternationalPolitics", brian,0
2223872_MS_12703_2223872.txt,27, Cork, IE, it will make a chang from us have the shite kick out of us. get some strong eastern european and african lad into the team and we will pummel the aussi out of it d,MS_12703_19769037, M, Mexico Vs Ira," News & Politics, InternationalPolitics", SeÃ¡n,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, do not you be start all thi again danni boi who did thei murder in what circumst i want to be given fact on everi case in order to judg thi fairli until then i do not have anyti am for thi stori. . were ani of these case a murder in self-defenc my point be thi type of stori doe not shake much salt with peopl abl to think from themselv. . i understand what ye ar think but my problem wa with thi type of stori. i am not sai anymor. .except yip shake much salt. . i have not a clue. . not sure how i came up with it . .,MS_12703_19770278, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,20, Brisbane, AU, if thei ar not there thei ar not there. whatev the circumst chanc ar most ar not favour might be the victi am would still be aliv if old jorg wa not in countri. why should your countri have to accept peopl break their law,MS_12703_19770490, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Rikes,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, no countri should accept peopl break their law ... that wa not my point never wa would the victi am still be aliv though more than like but not 100 and how mani of these convict murder ar actual call jorg,MS_12703_19771091, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,20, Brisbane, AU, the us doe accept it by toler illeg i ammigr. well with illeg in countri there is a 100 chanc without perhap thei would live longer. probabl not mani but i figur it wa a good gener name to us .,MS_12703_19771768, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Rikes,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, so why blame the i ammigr when the us govern is accept them why would there be 100 chanc that these peopl would be live todai see as american citizen murder more american citizen than the illeg murderl,MS_12703_19772293, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,20, Brisbane, AU,,MS_12703_19776466, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Rikes,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, just a question. did i touch a nerv no i do not need to know. thi is a talk-board and the myspac myspac top myspac myspac ic is i ammigr and ireland is experienc a uniqu phenomena in becom a recipi of i ammigr soooo you will forgiv me if i ask a few question no i realiz we like to focu on the us but i wa just hope to learn what happen elsewh. there is also the fact that be from chicago we have lot of irish and lot of polish here and have for a veri long ti am. chicago is the 2 nd largest polish speak citi outsid of warsaw .,MS_12703_19792849, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, too mani pole for my like ... be a student and pop back home for the summer it is near i amposs to get ani decent work. i mean local shop the worker ar foreign. i have friend work full ti am in depart store who have had their hour cut tremend while the lower paid foreign get more hour. . when home my neighbour ar ukranian and lithuanian. . thei dislik the pole becau thei work for peanut compar to themselv - i have no problem whatsoev with them though. mani a night i have myspac myspac left myspac myspac the pub to continu the parti in a polish russian hou. but i believ 1 in 10 ar foreign now in ireland. in fair the major seem to interact quit well but you do worri about the cultur in year to come. . again 1 10 figur like all me figur realli i am never 100 sure and welcom be correct . i just believ a li amit should be set. the open door polici seem a bit over the myspac myspac top myspac myspac .. thankfulli there will be li amit set on the citizen of the new eu nation allow into ireland .,MS_12703_19793304, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,37, CHICAGO, US, your concern regard the econ. i ampact is veri si amilar to our and the mexican. there is also a cultur aspect to it but of cour for obviou reason thi is a much harder argument to propo and is usual mute or us by the more xenophob. anoth aspect of the i ammigr debat is the homogen of the i ammigr. in the earli wave the us had a veri pluralist i ammigr demograph. it wa not huge number of german or italian et. al. . the number were larg but more easili absorb. what we have todai is a much more homogen group and the group seem less will to adapt to us more .,MS_12703_19794599, M, Mexico Vs Ira," News & Politics, InternationalPolitics", Mitch,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, the main thing is whether thei adapt or not. i believ anyon enter anoth countri anoth cultur need to accept how it is and what goe on. there is a russian bar in cork citi back home where i have gone with my neigbour. . the irish ar not exactli welcom in thi place. in thi case i still would not blame the russian 100 neither would i blame the irish 100 . there is a bit of suspicion from both side. i suppo ireland just is not us to foreign all that much. . christ i still rememb the dai quit blurri now mind when i saw my first ' black man ' walk the street of cork. . my old french teacher who wa actual french now that wa someth i just feel it ha all come about a bit too fast . ..,MS_12703_19796185, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
2223872_MS_12703_2223872.txt,27, baile an easpaig boy, IE, christ i hate whiskei of cour me friend ha cousin over for the weekend who brought with them some of that shite. . so i wo not sai no . ..,MS_12703_19796262, M, Mexico Vs Ira," News & Politics, InternationalPolitics", aido,0
