post_body:,post_id:,user_id:,Label
lvl 3 yaai,kg_0_25623_1371,Jigosep,0
but thei need specif info kasei,kg_0_25623_1372,snowygal18,0
i am not do too bad on level 2 so far,kg_0_25623_1373,Chaseton,0
so you can whisper it to me,kg_0_25623_1374,snowygal18,0
but i bet that when i get to the boss it will go to hell in a handbasket,kg_0_25623_1375,Chaseton,0
hei lord,kg_0_25623_1376,1111jony11,0
xd,kg_0_25623_1377,Jigosep,0
hei,kg_0_25623_1378,LordShadow,0
look at thi,kg_0_25623_1379,1111jony11,0
ok,kg_0_25623_1380,LordShadow,0
joni you ar good at help peopl out,kg_0_25623_1381,LordShadow,0
what jigo,kg_0_25623_1382,Chaseton,0
http www. kongreg.com account modfriend friend,kg_0_25623_1383,1111jony11,0
can you help kasei rememb her phone number,kg_0_25623_1384,LordShadow,0
yai,kg_0_25623_1385,1111jony11,0
nothin,kg_0_25623_1386,Jigosep,0
555 - 5555,kg_0_25623_1387,1111jony11,0
anoth uniqu bow p,kg_0_25623_1388,Chaseton,0
nope,kg_0_25623_1389,Jigosep,0
i am still on lvl 3,kg_0_25623_1390,Jigosep,0
joni ar those all the mod,kg_0_25623_1391,LordShadow,0
yai,kg_0_25623_1392,1111jony11,0
hei lordshadow can you go talk to on of the mod in anotherroom,kg_0_25623_1393,snowygal18,0
well,kg_0_25623_1394,1111jony11,0
and get them in here,kg_0_25623_1395,snowygal18,0
all that ar onlin,kg_0_25623_1396,1111jony11,0
why snow,kg_0_25623_1397,1111jony11,0
what wrong,kg_0_25623_1398,1111jony11,0
or can on of you,kg_0_25623_1399,snowygal18,0
i wish pandora would plai someth fast,kg_0_25623_1400,Chaseton,0
snowi what wrong,kg_0_25623_1401,1111jony11,0
pandora,kg_0_25623_1402,Jigosep,0
i keep get thi music that is not fight music at all,kg_0_25623_1403,Chaseton,0
oy,kg_0_25623_1404,Jigosep,0
oh,kg_0_25623_1405,Jigosep,0
a member's sai that she's taken anumb of pill in a suicid attempt,kg_0_25623_1406,snowygal18,0
joni,kg_0_25623_1407,LordShadow,0
who,kg_0_25623_1408,1111jony11,0
i can talk to them,kg_0_25623_1409,1111jony11,0
get a mod here fast,kg_0_25623_1410,LordShadow,0
wait i can help,kg_0_25623_1411,1111jony11,0
let me talk to the person,kg_0_25623_1412,1111jony11,0
name,kg_0_25623_1413,1111jony11,0
kaseyown. plea get a mod who can get her ip address in here asap .,kg_0_25623_1414,snowygal18,0
do not try to fix them yourself .,kg_0_25623_1415,snowygal18,0
i have call the polic alreadi,kg_0_25623_1416,snowygal18,0
get a mod joni,kg_0_25623_1417,LordShadow,0
but we need her address,kg_0_25623_1418,snowygal18,0
what happen to her,kg_0_25623_1419,1111jony11,0
we need hi am,kg_0_25623_1420,LordShadow,0
or her ip address,kg_0_25623_1421,snowygal18,0
i will tell you after the mod come,kg_0_25623_1422,LordShadow,0
okai lord i am go to go grab a mod okai,kg_0_25623_1423,snowygal18,0
ok,kg_0_25623_1424,LordShadow,0
http www. kongreg.com account modfriend friend,kg_0_25623_1425,1111jony11,0
how do you identifi a mod,kg_0_25623_1426,knoopster,0
just by go to that gt,kg_0_25623_1427,knoopster,0
,kg_0_25623_1428,knoopster,0
can i talk to her,kg_0_25623_1429,1111jony11,0
thei have a m near their name,kg_0_25623_1430,LordShadow,0
ohh yea that right,kg_0_25623_1431,knoopster,0
huh,kg_0_25623_1432,KaseyOwnsALL,0
kasei,kg_0_25623_1433,1111jony11,0
no mod on here,kg_0_25623_1434,InvncibiltyCloak,0
can i talk to you a sec,kg_0_25623_1435,1111jony11,0
,kg_0_25623_1436,KaseyOwnsALL,0
what wrong,kg_0_25623_1437,1111jony11,0
i am a great councal,kg_0_25623_1438,1111jony11,0
yea he is,kg_0_25623_1439,LordShadow,0
if you want to talk to me about someth,kg_0_25623_1440,1111jony11,0
i do not mind listent,kg_0_25623_1441,1111jony11,0
and care,kg_0_25623_1442,1111jony11,0
what i didnt do it meh,kg_0_25623_1443,KaseyOwnsALL,0
dude there ha to be a mod on thi whole websit . ..,kg_0_25623_1444,knoopster,0
ya onli in anoth chatroom,kg_0_25623_1445,InvncibiltyCloak,0
kasei,kg_0_25623_1446,1111jony11,0
not in thi on,kg_0_25623_1447,InvncibiltyCloak,0
i ask for a mod,kg_0_25623_1448,snowygal18,0
yea,kg_0_25623_1449,knoopster,0
wanna come talk to me in privat,kg_0_25623_1450,1111jony11,0
in a chatroom that had two,kg_0_25623_1451,snowygal18,0
ok,kg_0_25623_1452,LordShadow,0
i can go ask for more if you would like,kg_0_25623_1453,snowygal18,0
no it ok,kg_0_25623_1454,LordShadow,0
you mind kasei,kg_0_25623_1455,1111jony11,0
hi funki,kg_0_25623_1456,snowygal18,0
,kg_0_25623_1457,1111jony11,0
on should be enough,kg_0_25623_1458,knoopster,0
thankss,kg_0_25623_1459,LordShadow,0
nu,kg_0_25623_1460,KaseyOwnsALL,0
hi. what is up,kg_0_25623_1461,FunkyGibbon,0
plea,kg_0_25623_1462,1111jony11,0
we need help,kg_0_25623_1463,LordShadow,0
kaseyown ha told us that she ha attempt suicid,kg_0_25623_1464,snowygal18,0
plea can i talk to you,kg_0_25623_1465,1111jony11,0
taken a number of pill,kg_0_25623_1466,snowygal18,0
i have contact the sacramento polic depart but thei need her address,kg_0_25623_1467,snowygal18,0
hm. i realli do not know what to do sinc i am not in the us .,kg_0_25623_1468,FunkyGibbon,0
pain killer and someth el,kg_0_25623_1469,LordShadow,0
could you locat her ip address or do someth,kg_0_25623_1470,snowygal18,0
or find a mod who could help easili,kg_0_25623_1471,snowygal18,0
aka is in the us,kg_0_25623_1472,snowygal18,0
calm down,kg_0_25623_1473,misobored,0
kasei can i plea talk to you a second,kg_0_25623_1474,1111jony11,0
thank you for come so quickli,kg_0_25623_1475,snowygal18,0
mod ca not get to ip address in gener. hang on .,kg_0_25623_1476,FunkyGibbon,0
i care for you o-o,kg_0_25623_1477,1111jony11,0
alm down,kg_0_25623_1478,misobored,0
all right. thank you so much funki,kg_0_25623_1479,snowygal18,0
snowi i hope thi isnt a sherad,kg_0_25623_1480,1111jony11,0
calm down,kg_0_25623_1481,misobored,0
o-o,kg_0_25623_1482,1111jony11,0
i wa go to sai ...that would be creepi if mod could just get ip address like that,kg_0_25623_1483,knoopster,0
huh,kg_0_25623_1484,KaseyOwnsALL,0
._____________ .,kg_0_25623_1485,Chaseton,0
and i hope so too joni. but she ask if we could contact the polic,kg_0_25623_1486,snowygal18,0
kasei,kg_0_25623_1487,1111jony11,0
hi kasei,kg_0_25623_1488,snowygal18,0
can i talk to you,kg_0_25623_1489,1111jony11,0
mod assassin,kg_0_25623_1490,perfect_shot,0
i want to talk to you o-o,kg_0_25623_1491,1111jony11,0
meh. .wht goin on,kg_0_25623_1492,KaseyOwnsALL,0
i heard you ar feel down wanna talk about it,kg_0_25623_1493,1111jony11,0
ok y nt,kg_0_25623_1494,KaseyOwnsALL,0
plea,kg_0_25623_1495,1111jony11,0
o-o,kg_0_25623_1496,1111jony11,0
i want to help you,kg_0_25623_1497,1111jony11,0
if you ar feel bad,kg_0_25623_1498,1111jony11,0
joni your 14 . ..,kg_0_25623_1499,knoopster,0
knoop your a noop,kg_0_25623_1500,1111jony11,0
wtf is the oo-o suppo to mean,kg_0_25623_1501,Chaseton,0
k,kg_0_25623_1502,1111jony11,0
...,kg_0_25623_1503,knoopster,0
ti a face,kg_0_25623_1504,EnigmaticDreamer,0
ask lord,kg_0_25623_1505,1111jony11,0
i make a great councal,kg_0_25623_1506,1111jony11,0
even if i am 14,kg_0_25623_1507,1111jony11,0
i know it is a face,kg_0_25623_1508,Chaseton,0
ok ...littl strang . ..,kg_0_25623_1509,knoopster,0
but what emot is that face feel,kg_0_25623_1510,Chaseton,0
- _ -,kg_0_25623_1511,kripdo247,0
lord do not i o-o,kg_0_25623_1512,1111jony11,0
dumbfound,kg_0_25623_1513,EnigmaticDreamer,0
chaseton,kg_0_25623_1514,1111jony11,0
it akward,kg_0_25623_1515,1111jony11,0
o-o,kg_0_25623_1516,1111jony11,0
frankli i do not give a crap,kg_0_25623_1517,knoopster,0
o-o insecur,kg_0_25623_1518,1111jony11,0
what,kg_0_25623_1519,LordShadow,0
o. o,kg_0_25623_1520,kripdo247,0
o-o,kg_0_25623_1521,1111jony11,0
o-o,kg_0_25623_1522,1111jony11,0
i had to do somth,kg_0_25623_1523,LordShadow,0
moar liek .___________________________ .,kg_0_25623_1524,Chaseton,0
lord he sai i am onli 14 so i cant talk to kasei,kg_0_25623_1525,1111jony11,0
kripdo's on is interest,kg_0_25623_1526,EnigmaticDreamer,0
who,kg_0_25623_1527,LordShadow,0
chase,kg_0_25623_1528,Jigosep,0
i have a friend name kasi who move to minesota ladt year and is move back next month .,kg_0_25623_1529,jakkmauler,0
nopp,kg_0_25623_1530,1111jony11,0
my rogu name is elton john,kg_0_25623_1531,Jigosep,0
lol,kg_0_25623_1532,Chaseton,0
mine is ernest,kg_0_25623_1533,Chaseton,0
i just us the random name,kg_0_25623_1534,Chaseton,0
ernest wright d,kg_0_25623_1535,Jigosep,0
joni who said you cant help,kg_0_25623_1536,LordShadow,0
i random elthon,kg_0_25623_1537,Jigosep,0
knoop,kg_0_25623_1538,1111jony11,0
i said i can help and he said,kg_0_25623_1539,1111jony11,0
elton,kg_0_25623_1540,Jigosep,0
oh,kg_0_25623_1541,LordShadow,0
and ad john,kg_0_25623_1542,Jigosep,0
joni. . your 14,kg_0_25623_1543,1111jony11,0
is that the ernest that wa in a bunch of movi,kg_0_25623_1544,Chaseton,0
kasei you still there,kg_0_25623_1545,snowygal18,0
joni help me out,kg_0_25623_1546,LordShadow,0
he can help kasei out,kg_0_25623_1547,LordShadow,0
how long have you gui been talk about kasei 4,kg_0_25623_1548,Sagex123,0
you do know pill woulda kile her by now,kg_0_25623_1549,1111jony11,0
few hour,kg_0_25623_1550,Jigosep,0
and she wouilda pass out,kg_0_25623_1551,1111jony11,0
long ti am,kg_0_25623_1552,LordShadow,0
after she pass out,kg_0_25623_1553,1111jony11,0
wow,kg_0_25623_1554,Sagex123,0
she would be dead,kg_0_25623_1555,1111jony11,0
and not abl to talk on comp,kg_0_25623_1556,1111jony11,0
yeah how long ago did she take the pill,kg_0_25623_1557,snowygal18,0
she pass out,kg_0_25623_1558,LordShadow,0
for the dispatch,kg_0_25623_1559,snowygal18,0
last night,kg_0_25623_1560,LordShadow,0
she took them last night,kg_0_25623_1561,LordShadow,0
she did,kg_0_25623_1562,kripdo247,0
but she lode out though,kg_0_25623_1563,kripdo247,0
then took 12 more a coupl of hour ago,kg_0_25623_1564,LordShadow,0
oh wow,kg_0_25623_1565,kripdo247,0
and she wasnt talk,kg_0_25623_1566,LordShadow,0
dead probli o-o,kg_0_25623_1567,1111jony11,0
until snowi came on,kg_0_25623_1568,LordShadow,0
kasei you there,kg_0_25623_1569,1111jony11,0
here we go a spanish song,kg_0_25623_1570,Chaseton,0
she comment like 10 minut ago,kg_0_25623_1571,windyday,0
not even,kg_0_25623_1572,windyday,0
now hur's sum fightin ' music,kg_0_25623_1573,Chaseton,0
she might be fake,kg_0_25623_1574,1111jony11,0
o-o,kg_0_25623_1575,1111jony11,0
chaseton,kg_0_25623_1576,Jigosep,0
fack,kg_0_25623_1577,1111jony11,0
you will hate me,kg_0_25623_1578,Jigosep,0
when i tell you what i got,kg_0_25623_1579,Jigosep,0
super leet bow,kg_0_25623_1580,Chaseton,0
blue stagger mithril dagger of lethal,kg_0_25623_1581,Jigosep,0
49 dmg 6 chanc stun target 6 chanc lethal kill 5 quick,kg_0_25623_1582,Jigosep,0
ugh,kg_0_25623_1583,Chaseton,0
chase it 1337 not leet,kg_0_25623_1584,perfect_shot,0
leav me alon,kg_0_25623_1585,Chaseton,0
i do not wanna hear it,kg_0_25623_1586,Chaseton,0
xd,kg_0_25623_1587,Jigosep,0
bamboleo bambolea,kg_0_25623_1588,Chaseton,0
thi song is 1337,kg_0_25623_1589,Chaseton,0
meh my throat closin up i cnt breath. fk me .,kg_0_25623_1590,KaseyOwnsALL,0
lol,kg_0_25623_1591,Jigosep,0
lol spanish . ..,kg_0_25623_1592,knoopster,0
kasei the polic ar on the wai,kg_0_25623_1593,snowygal18,0
thank for your info,kg_0_25623_1594,snowygal18,0
thei will be there soon okai,kg_0_25623_1595,snowygal18,0
just hold on a littl longer,kg_0_25623_1596,snowygal18,0
she sent me an address and phone number,kg_0_25623_1597,snowygal18,0
thank you funki for your help,kg_0_25623_1598,snowygal18,0
well that good,kg_0_25623_1599,windyday,0
snow,kg_0_25623_1600,1111jony11,0
is thi a joke o-o,kg_0_25623_1601,1111jony11,0
yeah. so kasei the polic ar head to the address you sent me,kg_0_25623_1602,snowygal18,0
it like the phone is not aval and the adress is wallmart,kg_0_25623_1603,perfect_shot,0
would anyon happen to know what bamboleo mean,kg_0_25623_1604,Chaseton,0
no,kg_0_25623_1605,Jigosep,0
bambo in spanish,kg_0_25623_1606,knoopster,0
snow,kg_0_25623_1607,1111jony11,0
wil the poliv tell you what happen,kg_0_25623_1608,1111jony11,0
i do not know. if it is then the polic will go to the address and deal with that. if it is not thei will take care of her,kg_0_25623_1609,snowygal18,0
nope,kg_0_25623_1610,snowygal18,0
bamboo whatev that stuff is,kg_0_25623_1611,knoopster,0
that would be at least a privaci violat if not a hipaa violat .,kg_0_25623_1612,snowygal18,0
i am not veri good at spanish,kg_0_25623_1613,knoopster,0
health info violat,kg_0_25623_1614,snowygal18,0
whatev it wa that spanish gui realli love shout it,kg_0_25623_1615,Chaseton,0
but we have done what we can,kg_0_25623_1616,snowygal18,0
lol,kg_0_25623_1617,knoopster,0
bamboo bamboo,kg_0_25623_1618,knoopster,0
sup ma n rs,kg_0_25623_1619,sk8b0i,0
practic knoop ... hola senor como esta ud .,kg_0_25623_1620,EnigmaticDreamer,0
bamboleo bambolea,kg_0_25623_1621,Chaseton,0
mui bien,kg_0_25623_1622,sk8b0i,0
ah si bien bien,kg_0_25623_1623,EnigmaticDreamer,0
estoi bien y tu,kg_0_25623_1624,knoopster,0
speek ingrish,kg_0_25623_1625,perfect_shot,0
todo bien gracia,kg_0_25623_1626,EnigmaticDreamer,0
wht the hell ar thei sai,kg_0_25623_1627,jakalhate34,0
si si,kg_0_25623_1628,knoopster,0
is kasei ok,kg_0_25623_1629,kilokie,0
lol just greet each other in espanol,kg_0_25623_1630,EnigmaticDreamer,0
i know a littl bit of spanish,kg_0_25623_1631,Chaseton,0
same with me just the greet,kg_0_25623_1632,EnigmaticDreamer,0
i prefer castellano 3,kg_0_25623_1633,Chaseton,0
i know gret and a littl more,kg_0_25623_1634,knoopster,0
what is english in spanish,kg_0_25623_1635,perfect_shot,0
a littl more wouldnt happen to be swear would it,kg_0_25623_1636,EnigmaticDreamer,0
thank,kg_0_25623_1637,kilokie,0
ingl,kg_0_25623_1638,knoopster,0
englai,kg_0_25623_1639,EnigmaticDreamer,0
no . .,kg_0_25623_1640,knoopster,0
oop lol,kg_0_25623_1641,EnigmaticDreamer,0
lol,kg_0_25623_1642,knoopster,0
i,kg_0_25623_1643,EnigmaticDreamer,0
speak it,kg_0_25623_1644,perfect_shot,0
woah italian . ..,kg_0_25623_1645,EnigmaticDreamer,0
with an accent in there somewh,kg_0_25623_1646,knoopster,0
i am get mix up now,kg_0_25623_1647,EnigmaticDreamer,0
goe back to wetdik solitar and continu to smash head against desk,kg_0_25623_1648,EnigmaticDreamer,0
hasta lluego,kg_0_25623_1649,knoopster,0
lol,kg_0_25623_1650,knoopster,0
ugh send me weapon for my cleric jigo. i have had 1 mace drop,kg_0_25623_1651,Chaseton,0
lol,kg_0_25623_1652,EnigmaticDreamer,0
but yea cya,kg_0_25623_1653,knoopster,0
i call tomorrow .. .,kg_0_25623_1654,Chaseton,0
xd,kg_0_25623_1655,Jigosep,0
hm,kg_0_25623_1656,Jigosep,0
neah,kg_0_25623_1657,Jigosep,0
xd,kg_0_25623_1658,Jigosep,0
i have few mace,kg_0_25623_1659,Jigosep,0
all pwn,kg_0_25623_1660,Jigosep,0
right after i sai that i get a mace from a chest,kg_0_25623_1661,Chaseton,0
but not give them,kg_0_25623_1662,Jigosep,0
you got my deliveri,kg_0_25623_1663,Jigosep,0
you get that thing i sent ya,kg_0_25623_1664,jakkmauler,0
i find that there is alwai on question that is on my mind whose answer is never far from the truth,kg_0_25623_1665,Chaseton,0
hai shad,kg_0_25623_1666,emocream,0
did,kg_0_25623_1667,Chaseton,0
you,kg_0_25623_1668,Chaseton,0
hei cream,kg_0_25623_1669,LordShadow,0
get,kg_0_25623_1670,Chaseton,0
that ',kg_0_25623_1671,Chaseton,0
thing,kg_0_25623_1672,Chaseton,0
you miss a lot cream,kg_0_25623_1673,LordShadow,0
that i sentcha,kg_0_25623_1674,Chaseton,0
xd,kg_0_25623_1675,Jigosep,0
so what did i miss,kg_0_25623_1676,emocream,0
i will tell you on yahoo i am,kg_0_25623_1677,LordShadow,0
you cant tell meh here,kg_0_25623_1678,emocream,0
no peopl will keep on inturupt it,kg_0_25623_1679,LordShadow,0
but i will pm you,kg_0_25623_1680,LordShadow,0
w lordshadow well not realli. i mean in chicago peopl clai am to be from the citi who live 1. 5 hour outsid of it,kg_0_25623_1681,snowygal18,0
whoop,kg_0_25623_1682,snowygal18,0
pretend that wa w would,kg_0_25623_1683,snowygal18,0
oh,kg_0_25623_1684,LordShadow,0
ok,kg_0_25623_1685,LordShadow,0
jigo have you plai ani world of dark game,kg_0_25623_1686,Chaseton,0
no,kg_0_25623_1687,Jigosep,0
what that,kg_0_25623_1688,Jigosep,0
hei shadow,kg_0_25623_1689,Dominik11,0
hei,kg_0_25623_1690,LordShadow,0
what up,kg_0_25623_1691,Dominik11,0
storytel game,kg_0_25623_1692,Chaseton,0
a lot,kg_0_25623_1693,LordShadow,0
like,kg_0_25623_1694,Dominik11,0
hm,kg_0_25623_1695,Jigosep,0
you miss out,kg_0_25623_1696,LordShadow,0
world of darkn as genr,kg_0_25623_1697,Jigosep,0
or as a game,kg_0_25623_1698,Jigosep,0
yea what happen,kg_0_25623_1699,Dominik11,0
vampir the masquerad werewolf the forsaken mage the awaken,kg_0_25623_1700,Chaseton,0
nope,kg_0_25623_1701,Jigosep,0
you plai darkest fear,kg_0_25623_1702,Jigosep,0
nop,kg_0_25623_1703,Chaseton,0
it ownz,kg_0_25623_1704,Jigosep,0
it a mobil phone game,kg_0_25623_1705,Jigosep,0
3 part,kg_0_25623_1706,Jigosep,0
ownz,kg_0_25623_1707,Jigosep,0
should i take the blue leaf or the red leaf,kg_0_25623_1708,kripdo247,0
red,kg_0_25623_1709,Jigosep,0
purpl,kg_0_25623_1710,Chaseton,0
dominik i will pm you after i pm cream,kg_0_25623_1711,LordShadow,0
how do you know,kg_0_25623_1712,kripdo247,0
skill,kg_0_25623_1713,Jigosep,0
there is know purpl,kg_0_25623_1714,kripdo247,0
d,kg_0_25623_1715,Jigosep,0
what happen,kg_0_25623_1716,kripdo247,0
i go sleep i continiu playin 2 morrow,kg_0_25623_1717,Jigosep,0
in 3 dai,kg_0_25623_1718,Jigosep,0
at midnight we will see,kg_0_25623_1719,Jigosep,0
who better chase,kg_0_25623_1720,Jigosep,0
kasei you still ok,kg_0_25623_1721,kilokie,0
i ad you as a friend,kg_0_25623_1722,Jigosep,0
k,kg_0_25623_1723,Chaseton,0
bye all,kg_0_25623_1724,Jigosep,0
funki,kg_0_25623_1725,1111jony11,0
you there,kg_0_25623_1726,1111jony11,0
wow cream left,kg_0_25623_1727,LordShadow,0
faberg factorydud you just complet the faberg factori achiev in factori ball and won the faberg factori badg and 15 point view all badg .,kg_0_25623_1728,Obamahood,0
lord,kg_0_25623_1729,1111jony11,0
hei snow you there,kg_0_25623_1730,1111jony11,0
o_o,kg_0_25623_1731,1111jony11,0
yea i am here,kg_0_25623_1732,LordShadow,0
snow,kg_0_25623_1733,1111jony11,0
have to cop gotten to kasei yet and help her,kg_0_25623_1734,kilokie,0
snow is here too,kg_0_25623_1735,LordShadow,0
hi,kg_0_25623_1736,snowygal18,0
did you finish call cop o-o,kg_0_25623_1737,1111jony11,0
ye,kg_0_25623_1738,snowygal18,0
did thei tell you how it went,kg_0_25623_1739,1111jony11,0
yea,kg_0_25623_1740,LordShadow,0
thei ar on their wai,kg_0_25623_1741,LordShadow,0
thei ar on the wai thei ca not relea that info to me,kg_0_25623_1742,snowygal18,0
over how it goe,kg_0_25623_1743,snowygal18,0
i know i just ment if it wa real or not,kg_0_25623_1744,1111jony11,0
o-o,kg_0_25623_1745,1111jony11,0
but thei might have to smash her door open,kg_0_25623_1746,LordShadow,0
i think the cop would be there by noe it is been like 29 minut,kg_0_25623_1747,kilokie,0
well she told us the wrong citi,kg_0_25623_1748,snowygal18,0
last thing she said wa she couldnt breath,kg_0_25623_1749,LordShadow,0
o-o,kg_0_25623_1750,1111jony11,0
so dispatch had to contact their citi,kg_0_25623_1751,snowygal18,0
she justpm me,kg_0_25623_1752,snowygal18,0
what did she sai,kg_0_25623_1753,LordShadow,0
excu me hello sorri someth made me send a privat messag. anywai who ar you,kg_0_25623_1754,KaseyOwnsALL,0
,kg_0_25623_1755,LordShadow,0
someon who care o-o,kg_0_25623_1756,1111jony11,0
yea,kg_0_25623_1757,LordShadow,0
and kasei,kg_0_25623_1758,1111jony11,0
did you lie about take pill,kg_0_25623_1759,1111jony11,0
kasei,kg_0_25623_1760,snowygal18,0
ar you there,kg_0_25623_1761,snowygal18,0
pardon no i am here on thi concern. we ar investig what happen. i am not who you think i am sorri .,kg_0_25623_1762,KaseyOwnsALL,0
oh,kg_0_25623_1763,LordShadow,0
i thought you were teh on that ook pill,kg_0_25623_1764,1111jony11,0
and wa suicid,kg_0_25623_1765,1111jony11,0
we ar the peopl who call it in,kg_0_25623_1766,snowygal18,0
polic offic,kg_0_25623_1767,LordShadow,0
how about kasei is plai us all for chump to get a good laugh,kg_0_25623_1768,kilokie,0
naw,kg_0_25623_1769,1111jony11,0
kil,kg_0_25623_1770,1111jony11,0
ye,kg_0_25623_1771,DarkestNights,0
she could get arest,kg_0_25623_1772,1111jony11,0
and put in juivi or jial,kg_0_25623_1773,1111jony11,0
someon is smart enough to realiz that,kg_0_25623_1774,DarkestNights,0
jail,kg_0_25623_1775,1111jony11,0
we were call in about 45 minut ago who mai i ask call,kg_0_25623_1776,KaseyOwnsALL,0
depend on her ag,kg_0_25623_1777,1111jony11,0
the polic have that info alreadi,kg_0_25623_1778,snowygal18,0
on who call,kg_0_25623_1779,snowygal18,0
it wa snowgal,kg_0_25623_1780,LordShadow,0
you can get arest,kg_0_25623_1781,1111jony11,0
why do you need that inform,kg_0_25623_1782,snowygal18,0
hold up a sec .,kg_0_25623_1783,KaseyOwnsALL,0
wait why would the polic be on her chat i think thi is a joke,kg_0_25623_1784,pixelstack,0
ditto pixel,kg_0_25623_1785,snowygal18,0
mybe,kg_0_25623_1786,LordShadow,0
just calm down everyon and wait to see what thei have to sai,kg_0_25623_1787,EnigmaticDreamer,0
snow,kg_0_25623_1788,1111jony11,0
if she is lie she could get arest,kg_0_25623_1789,1111jony11,0
dark get on yahoo i am,kg_0_25623_1790,LordShadow,0
for thi seriou of matter,kg_0_25623_1791,1111jony11,0
i gtg soon anywai but okai,kg_0_25623_1792,DarkestNights,0
nobodi would be stupid anough to try that,kg_0_25623_1793,1111jony11,0
it is a seriou offenc to mi amic a polic offic so whoever it is write on kaseyown's account plea give me your badg number and rank,kg_0_25623_1794,EnigmaticDreamer,0
xd,kg_0_25623_1795,DarkestNights,0
and also give your dispatch citi .,kg_0_25623_1796,snowygal18,0
that would also be appreci,kg_0_25623_1797,EnigmaticDreamer,0
plea i wish that all thi neg will stop. thi isnt a joke and i will not toler thi defianc on thi code. i will all have you fine for not cooper with a polic investig .,kg_0_25623_1798,KaseyOwnsALL,0
kaseyown,kg_0_25623_1799,snowygal18,0
i will coop with you,kg_0_25623_1800,LordShadow,0
we would love to help you but we need your badg number first,kg_0_25623_1801,snowygal18,0
well i am sorri kasei you mai have the other fool but not me ... a polic offic will not refu to give their badg number,kg_0_25623_1802,EnigmaticDreamer,0
after all i want to be a polic offic,kg_0_25623_1803,LordShadow,0
dispatch is awar of the full name of the person who call it in as well as their phone number,kg_0_25623_1804,snowygal18,0
i need to go to the bathroom be right back,kg_0_25623_1805,LordShadow,0
ok back,kg_0_25623_1806,LordShadow,0
well you did not miss anyth obviou .,kg_0_25623_1807,snowygal18,0
no repli from so call polic offic on kasei's end ... it is a big fraud all polic offic ar requir to give their badg number on request,kg_0_25623_1808,EnigmaticDreamer,0
who sai i refu my badg number is 2504 and my rank is npcc-3. anyth el .,kg_0_25623_1809,KaseyOwnsALL,0
ok,kg_0_25623_1810,LordShadow,0
what is your disptach citi,kg_0_25623_1811,snowygal18,0
sigh,kg_0_25623_1812,EnigmaticDreamer,0
and the disp. citi plea,kg_0_25623_1813,EnigmaticDreamer,0
sacramento,kg_0_25623_1814,KaseyOwnsALL,0
doe not add up .,kg_0_25623_1815,snowygal18,0
he or she might be busi with kasei,kg_0_25623_1816,LordShadow,0
sacramento would not have dispatch toth citi she allegedli live in,kg_0_25623_1817,snowygal18,0
what is your name offic,kg_0_25623_1818,snowygal18,0
someon look up the number for the station and just call in a complaint that a so call offic from their station seem a bit sketchi on the internet ... and make sure she or he exist,kg_0_25623_1819,EnigmaticDreamer,0
hi,kg_0_25623_1820,sk8b0i,0
thi is the citi you call ye,kg_0_25623_1821,KaseyOwnsALL,0
hei if thi is a offic i am not go to fight with hi am,kg_0_25623_1822,LordShadow,0
or her,kg_0_25623_1823,LordShadow,0
hei swindstorm hello,kg_0_25623_1824,drummerboy814,0
lord man give it up ... as a friend of a few dai know you onlin lol i can tell you it not an offic,kg_0_25623_1825,EnigmaticDreamer,0
did i hear a request for a gnp,kg_0_25623_1826,SingingRaven,0
origin sacramento wa call but shedo not live in sacramento so that is not where the polic would have been dispatch from,kg_0_25623_1827,snowygal18,0
otherwi i herebi take all respon for myself snowyg 18 and you lordshadow,kg_0_25623_1828,EnigmaticDreamer,0
well we dispach. we felt it appropri to get to her i ammedi instead of send a new dispatch that wa unawai of the call .,kg_0_25623_1829,KaseyOwnsALL,0
unawar,kg_0_25623_1830,KaseyOwnsALL,0
but if you ar a polic offic plea focu your energi on the person in question not on who call what in .,kg_0_25623_1831,snowygal18,0
as i said dispatch is awar of the full name and phone number of the person who call it in .,kg_0_25623_1832,snowygal18,0
doubl sigh,kg_0_25623_1833,EnigmaticDreamer,0
there might be other polic offic there,kg_0_25623_1834,LordShadow,0
and ani question you might have can be relat through that contact info,kg_0_25623_1835,snowygal18,0
if you ar a polic offic then tell us why you ar talk to us and if so why,kg_0_25623_1836,Waterspirit,0
lord it is fake .,kg_0_25623_1837,snowygal18,0
might aswel go bang my head on the wall outsidem anyon care to join me,kg_0_25623_1838,EnigmaticDreamer,0
i am there,kg_0_25623_1839,misobored,0
hehehahah,kg_0_25623_1840,EnigmaticDreamer,0
that what i am try to do now plea can i ask the question now we need to make thi fast .,kg_0_25623_1841,KaseyOwnsALL,0
ok,kg_0_25623_1842,LordShadow,0
o-o,kg_0_25623_1843,1111jony11,0
let us just get thi over with,kg_0_25623_1844,LordShadow,0
what do you need to know,kg_0_25623_1845,misobored,0
your welcom . ..,kg_0_25623_1846,Waterspirit,0
...,kg_0_25623_1847,misobored,0
just in case she is in real danger,kg_0_25623_1848,LordShadow,0
do not give out person info lord. but answer ani question directli relat to kasei .,kg_0_25623_1849,snowygal18,0
ok,kg_0_25623_1850,LordShadow,0
doe anyon know when she first took the pill,kg_0_25623_1851,KaseyOwnsALL,0
i think last night,kg_0_25623_1852,LordShadow,0
ya,kg_0_25623_1853,misobored,0
with beer,kg_0_25623_1854,misobored,0
